"idx","review_id","review_date","rating","review_text","reviewer_hash","app_version","thumbs_up","developer_reply","reply_date","아이_학습후_성장경험_부족","부모_체계적_금융학습_확인_부족","돈이_학습행동의_동기가_된_경험","돈보상의_아쉬움_또는_부작용","아이의_학습_지속_흥미_이용의욕","부모의_금전적_보상부담","참고_학습효과_긍정_언급","학습흥미_방향","P2_근거강도","대표_페인포인트","근거가_되는_리뷰_원문","분류_이유"
"271","ee647b69-faa6-4e77-be6f-e9cf53e8cba0","2024-07-13","5","잼","5f3856c756f9","24.6.1","2","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"272","57141e5a-2dda-4819-b81c-fac353dabcd5","2024-07-12","5","야미","fb955a37786b","24.6.1","2","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"273","c0bbbbc9-1bec-47bf-a59f-f59a70921865","2024-07-12","1","아예 로그인 자체가 안돼내요 다 맞게 입력했는데도 아니라고 뜨네요 고객센터 전화 번호좀 알려주세요","dc750a3d576b","24.6.1","10","안녕하세요 회원님, 본인 명의의 휴대폰이 맞으실까요? 성별 입력 칸에 남자 3, 여자 4로 입력해주셨는지도 확인 부탁드립니다! 어떤 이유에서 인증 불가인지에 대해 앱 내 고객센터 > 1:1문의를 통해 화면을 캡쳐해 주시면 더욱 빠르고 정확한 답변 드리도록 하겠습니다! 감사합니다.","2024-07-13","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"274","598a5067-b5d0-4189-bf39-08b694757c69","2024-07-07","1","별 한개도 아까운앱.","10010a17981f","24.6.1","6","안녕하세요, 리뷰는 저희에게 큰 힘이 되는 지표인데 속상합니다ㅜ.ㅜ 퍼핀은 각 영역별 전문가들이 아이들의 용돈 관리와 부모님의 편의를 위해 최선을 다해 만들어가고 있는 서비스입니다. 어떤 부분에서 불편함을 느끼셨는지 알려주시면 더욱 심혈을 기울여 개선해나가도록 하겠습니다.","2024-07-08","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"275","5823805c-9047-4d1f-b11c-9ebd88f0154b","2024-07-06","5","앱에서 교통카드 충전 기능은 언제 나와요?","e13c41bda196","","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"276","7c47d2ec-ffac-4deb-8a25-bd2042554e26","2024-06-22","5","엄마께서 용돈을 카드로주셔서 편리합니다","d2be8a4c6602","24.6.1","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"277","f21fb97c-787a-42b9-aa3b-28af4066c9ab","2024-06-18","5","별점을 낮게 줬는데도 불구하고 답변을 친절하게 해주셨어요","28cbdc7235d8","23.9.1","6","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"278","e9c00eac-3f9d-49f9-b7bb-f1c96be84126","2024-06-13","5","이 퍼핀앱 이 좋아요 왜냐하면 결제 할수도 있고 가상계좌도 생기고 퍼핀카드도 오고 용돈 관리도 할수있고 교통카드도 할수있어 좋아요 미션도 주고 학교 밥 뭐 나오는지도 나와서 칭찬을 합니다 퍼핀앱 없어지지 말고 계속 영원히 있었으면 좋겠네요 꼭 영원히 있길! 사랑합니다♡♡♡♡♡","3de9f0c8adf0","24.6.0","10","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"279","2ef4b93c-a53e-4d4b-bbdb-bb6026ec3dad","2024-06-11","5","카드가 무료여서 좋았어요","4d43f4f7caab","","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"280","dbd33a11-487e-4d5b-9352-b78600e44371","2024-06-11","5","초반에는 기능도 없고 그냥 카드 결재만 되고..ㅜㅜ 다른친구들은 더 어른카드를 써서 막 송금도 되고 계좌이체도 되고 그래서 부러웠는데 지금은 퍼핀도 송금,계좌이체,버스카드 등등 다되어서 좋고 퀴즈랑 저금통도 너무 좋아요 😍 글고 디자인이 너무 예뻐요 귀엽고 앞으로도 쓸 생각입니당 !! 짱 !!!!! 근데 추가해주면 좋은 기능이 있는데 삼성페이로 핸드폰 뒤만 대면 딱 결재가 되면 좋을것 같아요 이건 제 의견입니다 굳이 안하셔도 되요 암튼 너무 좋은 카드어플입니다 !!","91f3a9dbfa43","24.6.0","23","","","0","0","0","0","1","0","0","긍정","","아이의_학습_지속_흥미_이용의욕","…도 너무 좋아요 😍 글고 디자인이 너무 예뻐요 귀엽고 앞으로도 쓸 생각입니당 !! 짱 !!!!! 근데 추가해주면 좋은 기능이 있는데 삼성페이로 핸드폰 뒤만 대면 …","아이의 학습(퀴즈·투자체험) 흥미·지속·의욕을 언급 (긍정)."
"281","8ebfd0c4-4b3d-458f-a3cc-631437ff6ab0","2024-06-07","1","퀴즈앱인가요?","273c27351365","24.5.3","6","안녕하세요 회원님, 퍼핀에는 퀴즈를 풀고 용돈을 받을 수 있는 기능이 있습니다^^ 하지만 퀴즈만 풀 수 있는 앱은 아니며 퍼핀카드를 관리할 수 있는 금융 기능을 주로 이용하실 수 있어요. 감사합니다!","2024-06-13","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"282","a7d353cc-2062-4be9-af96-80e125504954","2024-06-05","5","카드가 필요 해는데 아이부자 까려다가 디자인이 너무 이뻐서 퍼핀을 까랏단 사실.....벌써 7만원 모았다!!","9afe8f610641","24.5.3","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"283","d1040e1e-1fb8-4188-93fc-706d67035ed8","2024-05-28","5","몇달전에 외국인도 쓸수있게 해달라고 댓글 남겼었는데 한단전에 해결 됐다구 문자와서 해보니 진짜로 되네요.너무 감사합니다.이렇게 우리들의 말에 귀기울여주시고 회사가 더 크게 반전할거 같습니다.신용두 좋구 믿음이 가는 회사네요. 교통카드는 충전하는방식으로 따로있지않고 후불결제 하는거로 했으면 너무 좋을것 같네요","58a23a56041e","24.5.3","14","안녕하세요 회원님, 리뷰 감사드립니다! 외국인 분들도 편리하게 사용하실 수 있도록 가입과 계좌 충전 기능을 모두 업데이트 하였습니다^^ 교통카드의 경우 후불결제는 신용카드여야 하며, 퍼핀카드는 미성년자를 위한 선불충전카드여서 불가능합니다ㅠ.ㅠ 교통카드 이용에 보다 편리한 서비스 제공하기 위해 현재 개선 작업 중에 있으며 언제나 회원님들의 의견을 귀기울여 최선을 다해 업데이트 해나가도록 하겠습니다!","2024-06-13","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"284","51aa58fd-ef58-456c-b294-b2edc551a22e","2024-05-28","5","욘돈스기","3bcfecadfadb","24.5.3","2","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"285","e15d81e0-6ff1-4a0e-83e0-96e24d88eeee","2024-05-19","5","퍼핀을 사용하는 유저입니다! 일단!송금있는게 너무 좋고 가끔씩이 아니고 거의...매번..? 이벤트를 하는게 너무 좋아요!!저금통도 좋고 전 솔직히 디자인이 너무 이뻣어요!!!좀 심플..?이랄까 딱 제가 좋아하는 색깔만 사용해서 좋고!!새로 나온 디자인도 너무 이쁘더라구요ㅠㅜ현광색이랑 보라/검정이라니ㅠㅜ 너무 호감입니다!!!ㄴ카드 처음쓰시는 분들에게 완전 추천!!그리구 비번 말고 간편히 지문으로 앱이 들어가지는 것도 너무!!!좋습니다!!아마 퍼핀 평생 이용할거 같네요ㅎ","bf16846e3062","24.5.0","184","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"286","f41917b2-b206-469f-b20b-ffa40fd1842d","2024-05-18","4","용돈을 현금으로 주다가 카드사용할려고 찾던중 비교해보고 퍼핀을 결정했어요 삼성페이도되고 교통카드까지 되어서좋은데 용돈이많을경우 거기서바로 체크카드사용이되니 염려되는부분이있어요 한곳에큰금액을 놔두고 카드연결된계좌로 본인이 적은금액을 옮겨서 사용할수있는기능있음 좋겠어요 저금통이라는것이있는데 여기서는 퍼핀카드로 입금할수없어서요 어른으로따지만 계좌가두개있고 한군데 금액을 놔두고 체크카드연결된계좌에 조금씩넣어서쓰는 방법처럼요 그래서 자녀가 지금은 토스계좌에 자기용돈을 넣어두고 쓸만큼 퍼핀으로 옮겨사용해야할지 고민중이네요 다른건 대부분 만족스러워요:)","a6cb98cf1be9","24.5.0","9","안녕하세요 회원님^^ 자세한 의견 주셔서 매우 감사드립니다! 말씀해주신 자녀의 계좌연결 기능도 현재 준비 중에 있으며 10월 중에 선보일 예정입니다! 보다 좋은 혜택의 예금 계좌 개설과 저축까지 연결될 수 있도록 만들고 있으니 조금만 더 기다려주세요. 가정 경제에 더욱 보탬이 되고 자녀의 금융교육에도 더욱 도움될 수 있는 퍼핀이 되기 위해 최선을 다하여 업데이트 해나가겠습니다!!","2024-06-13","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"287","07f3df7d-1fbf-4027-aecd-b144d2a35a20","2024-05-16","5","돈이 없어요","25fab4a317f1","24.5.0","1","안녕하세요 회원님~ 돈은 부모님께서 충전하신 후 보내주셔야 합니다^^ 5월 말에는 가상계좌 생성 기능도 업데이트될 예정이어서 외부로부터 송금 받기도 가능해지니 잘 활용해주시길 바랍니다! 감사합니다.","2024-05-14","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"288","9a28b14e-dd8d-431a-96cc-af4398bcd444","2024-05-07","2","교통카드 충전 불편합니다. 충전소 가서 충전해야되는게.. 대중교통 잔액확인도 부모앱에서 확인시 카드 있어야 가능함 불편","ce5ff89346f9","24.5.0","18","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"289","faba8f20-33c2-4f93-b8b6-92935438ffba","2024-05-06","4","용돈받기 편리하고 좋아요! 하지만 카드가 늦게와서 조금 아쉬워요","7bb740f2eae9","24.5.0","6","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"290","ca578fef-5d06-4f72-96fe-98a8ee5c36b8","2024-05-05","5","용돈많이 주세요","879674b7f659","24.5.0","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"291","3f47d9a9-c53a-4228-b6fd-b311d6f93985","2024-05-04","3","아니; 다른건다좋은데 오류가너무많이 일어납니다;;","1be585768409","24.5.0","1","안녕하세요 회원님, 퍼핀의 오류 발생 빈도는 전체 금융앱들에 비해 매우 매우 낮은 편입니다ㅠ.ㅠ 발생하는 오류에 대해서는 휴일일지라도 회원님들을 위해 빠르게 수정하여 업데이트하고 있답니다^^ 더욱 안정적인 앱이 되기 위해 노력하겠습니다!","2024-05-14","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"292","90e2717a-98f5-42a4-8cc9-35f0b5ddaecd","2024-04-23","5","돈을 쓰기도 편하고 이벤트가 많아서 좋아요 ٩ ˊᗜˋ 만약에 카드 디자인이 많아지고, 부모님과의 미션을 완료하면 용돈을 주는 미션기능 같은 것도 추가되면 더 좋을 것 같아요 ⌯' ▾ '⌯ 편리하고 퀴즈도 풀 수 있어서 별 5개 드립니다 ! ♪*.+:(´ω｀●)♪","ab3540983560","24.4.1","24","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"293","be36074c-6d7b-46a0-b7cd-eb529227dd82","2024-04-23","5","퍼핀 용돈카드사용하기좋아요 만족함","ec030e876a01","24.4.1","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"294","c7881572-1829-45be-afd3-4c2fc72e1902","2024-04-22","2","교통카드기능이 너무불펀해요","e033345b9b52","24.4.1","2","안녕하세요 회원님, 퍼핀의 교통카드 기능은 한국철도공사 레일플러스에서 맡아 운영하고 있습니다. 최근 교통 잔액보기를 출시하였는데 혹시 이용해보셨을까요? 충전도 퍼핀앱으로 될 수 있도록 노력하고 있지만 함께 만들어가는 기능이다 보니 어려움이 있답니다ㅠ.ㅠ 하지만 더욱 노력해서 교통카드 기능도 개선될 수 있도록 하겠습니다! 감사합니다.","2024-05-14","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"295","39562d2d-1ff6-4c80-b5ab-34cc73bf9c72","2024-04-22","5","용돈 주는게 편리해서 좋아요!","7834804541fc","24.4.1","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"296","41c1952e-3f8f-4692-abac-dbc52d79fea6","2024-04-21","5","조아여^^","71f698991f14","24.4.1","2","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"297","0e386b04-60ec-49ab-81e1-3e6565955c60","2024-04-21","5","너무 좋아요 미션하면 용돈도 줘서 너무 좋아요 추천","5bc43825dc2d","24.4.1","0","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"298","e7deacdb-74e3-4173-ae40-b2f636b0c492","2024-04-21","5","퍼핀을 처음할때에는 카드로 결제하는게 복잡하고 어려웠지만 지금은 너무 쉽고 적응이 잘 된거 같아요 렉도 안 걸리고 문제도 없고 버그도 없어요^^!","dea29247356c","24.4.1","12","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"299","204405f5-62c7-4b2a-a0b2-cbed9b74ccf0","2024-04-21","5","편리해요","e24bc2a508df","24.4.1","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"300","40814295-ecfc-4f4d-9875-46d242a63aa6","2024-04-21","5","용돈관리랑 교통카드, 계좌이체 도 되니편해요","5fed418066ac","24.4.1","1","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"301","37ea3235-e0f6-4db1-a24f-3ec1afcd1904","2024-04-20","5","간편해요!","17a10da05b14","24.4.1","2","","","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
"302","dccae1cc-e93b-45e1-b274-fe787c90d878","2024-04-20","5","안녕하세요! 퍼핀 사용하고 있는 유저입니다. 장단점을 알려드리자면 ! 장점은 송금기능이 생겨 송금할 수 있게 되어 카드를 안가져 왔을때 송금하기 편합니다! 그 다음 급식표를 확인 할 수 있어 급식 뭐나오는 지 친구들에게 알려 줄 수 있어 좋습니다! 단점은 송금기능이 있다면 계좌 기능이 없습니다 ㅜ 퍼핀 자체에서 계좌기능이 생겼으면 좋겠어요! 여기까지 읽어주셔서 감사합니다","7a0434fa0210","24.4.1","120","안녕하세요 회원님^^ 정성 가득한 리뷰 매우 감사드립니다! 말씀주신 계좌기능이 5월 말에 드디어 업데이트 될 예정입니다! 조금만 기다려주시면 더욱 편리하게 이용하실 수 있게 될거에요 :) 최선을 다해 업데이트 해나가도록 하겠습니다!!","2024-05-14","0","0","0","0","0","0","0","","","","","6개 항목 어디에도 해당하지 않음 (기능 요청·오류 신고·단순 만족 표현 등)."
